CD_GEOCMU;NM_MUNICIP;NM_TI;Ano2001;Ano2002;Ano2003;Ano2004;Ano2005;Ano2006;Ano2007;Ano2008;Ano2009;Ano2011;Ano2012;Ano2013;Ano2014;Ano2015;Ano2016;Ano2017;Ano2018;Ano2019;Ano2020
2900108;Abaíra;Chapada Diamantina;9114;9133;9163;9228;9263;9298;8638;8851;8821;8687;8659;9132;9243;9226;9212;9199;8767;8739;8710
2900207;Abaré;Itaparica;13894;14111;14325;14776;15026;15268;17342;18362;18831;17380;17685;18989;19290;19574;19939;20189;19814;20086;20347
2900306;Acajutiba;Litoral Norte e Agreste Baiano;14438;14622;14762;15055;15217;15374;14628;15123;15192;14692;14730;15615;15668;15717;15764;15727;15129;15159;15187
2900355;Adustina;Semiárido Nordeste II;14471;14426;14483;14604;14670;14735;14824;15354;15448;15810;15914;16929;17044;17153;17254;17349;16784;17040;17126
2900405;Água Fria;Portal do Sertão;14793;14839;14895;15012;15077;15140;14810;15284;15328;15809;15884;16871;16959;17043;17431;17508;16901;16970;17033
2900504;Érico Cardoso;Bacia do Paramirim;12315;12428;12552;12814;12958;12504;10609;10809;10717;10802;10746;11509;11472;11437;11405;11212;10662;10610;10560
2900603;Aiquara;Médio Rio de Contas;5149;5042;4915;4650;4502;4360;5212;5361;5361;4569;4536;4767;4790;4767;4745;4725;4478;4446;4416
2900702;Alagoinhas;Litoral Norte e Agreste Baiano;131179;132873;134162;136868;138366;139818;132725;137202;137810;142870;143460;152570;153560;154495;155362;155979;150832;151596;152327
2900801;Alcobaça;Extremo Sul;21470;21894;22355;23323;23858;24378;19840;20320;20242;21300;21328;23176;23231;23282;23331;23376;22449;22470;22490
2900900;Almadina;Litoral Sul;7504;7411;7202;6763;6520;6284;6687;6742;6621;6242;6130;6327;6234;6145;6062;5985;5566;5464;5366
2901007;Amargosa;Vale do Jiquiriçá;31082;31756;32057;32689;33039;33378;33554;34918;35278;34602;34845;37081;37557;37807;38041;38259;37031;37241;37441
2901106;Amélia Rodrigues;Portal do Sertão;24309;24419;24551;24829;24983;25132;22096;24192;24491;25134;25080;26477;26458;26441;26424;26409;25224;25102;25048
2901155;América Dourada;Irecê;15943;15958;15957;15956;15955;15955;16189;16723;16787;15962;15962;16884;16904;16923;16781;16798;16097;16094;16090
2901205;Anagé;Sudoeste Baiano;40621;28854;27830;25681;24492;23338;25716;25823;25262;25049;19889;20698;20388;20096;19824;19568;18194;22005;21607
2901304;Andaraí;Chapada Diamantina;13769;13800;13760;13678;13633;13589;14088;14554;14609;13951;13942;14738;13716;13723;13732;13737;13153;13143;13132
2901353;Andorinha;Piemonte Norte do Itapicuru;15557;15480;15344;15058;14899;14746;14132;14359;14201;14310;14209;14936;14862;14791;15551;15490;14690;14595;14503
2901403;Angical;Bacia do Rio Grande;14528;14417;14285;14008;13855;13706;14700;15157;15191;14032;13992;14762;14742;14724;14707;14690;14017;13977;13938
2901502;Anguera;Portal do Sertão;8954;9039;9134;9334;9445;9552;9523;9707;9826;10336;10427;11113;11209;11299;11402;11481;11142;11221;11297
2901601;Antas;Semiárido Nordeste II;13677;13418;13121;12497;12151;11816;16446;17268;17583;17303;17526;18744;18970;19183;19382;19569;19093;19291;19479
2901700;Antônio Cardoso;Portal do Sertão;11657;11681;11710;11770;11803;11835;12074;12509;12589;11549;11545;12206;12216;12225;12200;12208;11691;11683;11677
2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;9108;8797;8371;7476;6981;6500;10653;11107;11240;11124;11229;11973;12083;12187;11989;12072;11715;11798;11878
2901908;Aporá;Litoral Norte e Agreste Baiano;16867;16985;17085;17296;17412;17525;17870;18570;18738;17805;17877;18976;19063;19146;19223;18334;17673;17731;17788
2901957;Apuarema;Médio Rio de Contas;7350;7268;7186;7015;6920;6829;7379;7601;7610;7428;7397;7795;7780;7762;7745;7730;7360;7330;7302
2902005;Aracatu;Sudoeste Baiano;15474;15497;15499;15505;15508;15511;14168;14437;14316;13641;13542;14232;14158;14089;14023;13962;13229;13135;13045
2902054;Araças;Litoral Norte e Agreste Baiano;11261;11462;11664;12087;12321;12549;11662;12108;12209;11602;11642;12351;12402;12450;12495;12608;12143;12177;12208
2902104;Araci;Sisal;47836;48056;48275;48735;48989;49236;51912;54092;54713;51994;52325;55655;56023;56370;55637;55935;54099;54379;54648
2902203;Aramari;Litoral Norte e Agreste Baiano;9449;9599;9758;10090;10274;10453;9527;9858;9911;10111;10483;11157;11237;11314;11385;11703;11332;11397;11461
2902252;Arataca;Litoral Sul;10896;10718;10486;9999;9729;9468;10717;10986;10953;10349;10307;11822;11779;11737;11697;11661;11079;11019;10961
2902302;Aratuípe;Baixo Sul;8445;8501;8557;8673;8738;8801;8507;8788;8822;8616;8632;9146;9104;9127;9150;9171;8813;8825;8837
2902401;Aurelino Leal;Litoral Sul;17130;17446;17584;17873;18034;18189;14458;14559;14280;13323;13059;13525;13301;13089;12891;12706;11774;11531;11299
2902500;Baianópolis;Bacia do Rio Grande;11957;11833;11673;11336;11149;10968;13437;14019;14195;13919;13420;13892;14126;14195;14262;14323;13824;13877;13929
2902609;Baixa Grande;Bacia do Jacuípe;20275;20190;20073;19829;19694;19562;20980;21704;21814;20046;20031;21174;21186;21197;21393;21403;20488;20468;20449
2902658;Banzaê;Semiárido Nordeste II;11113;11086;11053;10985;10947;10911;10865;11166;11157;11827;11840;12534;12560;13711;13738;13765;13217;13229;13240
2902708;Barra;Velho Chico;44083;45128;45558;46459;46958;47441;47755;49705;50226;49736;50134;53361;53786;54188;54563;54915;53231;53578;53910
2902807;Barra da Estiva;Chapada Diamantina;25257;25954;26656;28131;28947;29738;20750;20918;20537;20974;20767;22409;22566;22394;22232;22082;20813;20598;20392
2902906;Barra do Choça;Sudoeste Baiano;42770;44179;45739;49014;50826;52583;32489;32419;31527;35084;35501;35567;35200;34853;34421;34121;32018;31603;31209
2903003;Barra do Mendes;Irecê;13501;17380;15479;15301;15203;13634;14054;14458;14459;13950;13914;14684;14540;14526;14570;14560;13900;13865;13833
2903102;Barra do Rocha;Médio Rio de Contas;7871;7734;7576;7245;7062;6884;6133;6071;5860;6174;6038;6261;6518;6424;6338;6258;5821;5714;5612
2903201;Barreiras;Bacia do Rio Grande;116874;120321;123609;130512;134333;138037;129501;135650;137832;139285;141081;150896;152208;153918;155519;157638;153831;155439;156975
2903235;Barro Alto;Irecê;12103;12106;12110;12118;12122;12127;13403;13990;14172;13766;13914;14855;15230;15377;15093;15217;14802;14931;15054
2903276;Barrocas;Sisal;12303;12406;12509;12725;12844;12960;13182;13722;13868;14346;14495;15470;15624;15770;16167;16296;15846;15978;16105
2903300;Governador Lomanto Júnior/Barro Preto;Litoral Sul;8357;8181;7986;7576;7350;7130;6669;6626;6417;6285;6122;6767;6627;6492;6367;6251;5743;5591;5448
2903409;Belmonte;Costa do Descobrimento;19711;19603;19404;18986;18755;18531;21479;22336;22553;21935;22067;23471;23620;23759;23891;24013;23214;23328;23437
2903508;Belo Campo;Sudoeste Baiano;18056;18361;18688;19376;19756;20125;15262;15427;15185;15915;17625;18539;18459;18383;18312;18247;17317;17211;17109
2903607;Biritinga;Sisal;14628;14645;14647;14652;14654;14656;13961;14307;14260;14851;14866;15737;15769;15799;16628;16653;15975;15979;15984
2903706;Boa Nova;Médio Rio de Contas;21463;22025;22712;24155;24954;25728;16007;15916;15427;15048;14620;15141;14861;14577;14314;14069;12953;12633;12329
2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;18566;18671;18792;19048;19190;19327;17841;18323;18298;17944;17898;18888;18677;18658;19516;19502;18622;18576;18531
2903904;Bom Jesus da Lapa;Velho Chico;55028;55581;56119;57248;57874;58480;62199;65148;66192;64121;64740;68282;68922;69526;70090;70618;68609;69148;69662
2903953;Bom Jesus da Serra;Sudoeste Baiano;10554;10560;10587;10644;10675;10705;10295;10588;10588;10054;10120;10644;10597;10554;10515;10477;9942;9880;9823
2904001;Boninal;Chapada Diamantina;12310;12212;12097;11855;11720;11590;13227;13738;13857;13796;13893;14742;14490;14585;14675;14760;14288;14368;14446
2904050;Bonito;Chapada Diamantina;13128;13284;13462;13834;14040;14240;13678;14205;14326;14983;15126;16132;16730;16873;17006;17131;16637;16764;16884
2904100;Boquira;Bacia do Paramirim;22390;22684;22946;23494;23798;24093;21856;22502;22521;22031;22025;22389;22409;22429;22448;22464;21520;21508;21497
2904209;Botuporã;Bacia do Paramirim;12140;12419;12558;12851;13354;13516;11026;11186;11048;11050;10950;11162;11089;11021;10957;10898;10300;10211;10129
2904308;Brejões;Vale do Jiquiriçá;15604;15829;16053;16526;16787;17040;12677;12726;12446;14201;14123;14866;15265;15214;15166;15122;14370;14295;14222
2904407;Brejolândia;Bacia do Rio Corrente;8457;8235;7990;7476;7192;6916;9337;9703;9791;11164;11247;10545;10624;10698;10768;10833;10493;10557;10618
2904506;Brotas de Macaúbas;Velho Chico;12846;12045;11929;11685;11550;11418;10922;11083;10949;10596;10479;11301;11158;11070;11049;10974;10341;10231;10130
2904605;Brumado;Sertão Produtivo;62181;62616;63054;63976;64486;64980;62381;64417;64642;64790;64972;68776;69022;69255;69473;69677;67048;67195;67335
2904704;Buerarema;Litoral Sul;18919;18756;18588;18235;18040;17850;19956;20687;20830;18566;18528;19311;19297;19283;19269;19256;18391;18349;18306
2904753;Buritirama;Bacia do Rio Grande;18416;18903;19417;20495;21091;21670;18656;19349;19492;19729;19853;21115;21418;21549;21671;21786;21067;21174;21276
2904803;Caatiba;Médio Sudoeste da Bahia;16222;16729;17295;18484;19142;19780;10367;10023;9450;11016;10576;10828;10486;10166;10044;7841;7043;6758;6488
2904852;Cabaceiras do Paraguaçu;Recôncavo;15672;15762;15862;16072;16189;16301;17502;18302;18569;17457;17582;18713;18850;18978;19199;19312;18698;18807;18911
2904902;Cachoeira;Recôncavo;30574;30863;31071;31507;31748;31982;32252;33495;33782;32150;32270;34244;34394;34535;35013;35139;33861;33470;33567
2905008;Caculé;Sertão Produtivo;20643;20871;21117;21636;21922;22200;21847;22282;22557;22396;22577;23232;23392;23545;23685;23817;23045;23170;23291
2905107;Caém;Piemonte da Diamantina;12003;11605;11160;10227;9711;9210;10377;10417;10187;10188;10013;10429;10282;10143;10179;10058;9372;9213;9058
2905156;Caetanos;Sudoeste Baiano;13489;13585;13822;14318;14593;14859;12133;12389;12307;13727;14926;15842;15913;15982;16045;16106;15524;14542;14608
2905206;Caetité;Sertão Produtivo;45838;46081;46541;47507;48041;48559;46192;47774;48007;47647;47774;52166;52353;52531;52696;52853;50861;50975;51081
2905305;Cafarnaum;Irecê;15980;16346;16480;16760;16915;17065;17402;18119;18314;17305;17398;18489;18595;18695;18917;19006;18356;18437;18513
2905404;Cairu;Baixo Sul;10926;10609;10237;9457;9025;8606;13712;14438;14736;15679;15973;17168;17457;17730;17985;18224;17913;18176;18427
2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;10857;10465;10033;9127;8626;8140;13072;13697;13922;12576;12658;13465;13555;13641;13643;13713;13260;13327;13391
2905602;Camacan;Litoral Sul;30308;29799;29216;27993;27316;26660;30289;31133;31113;31505;31535;33068;33135;33197;33257;33310;31968;31988;32006
2905701;Camaçari;Metropolitano de Salvador;166985;171845;176541;186399;191855;197144;220495;227955;234558;249206;255238;275575;281413;286919;292074;296893;293723;299132;304302
2905800;Camamu;Baixo Sul;33713;33832;33911;34077;34169;34258;32172;32981;32881;35275;35366;37207;36321;36435;36543;36644;35248;35316;35382
2905909;Campo Alegre de Lourdes;Sertão do São Francisco;27884;27919;28064;28367;28535;28699;26935;27686;27670;28124;28156;29812;29877;29938;29994;30048;28844;28798;28820
2906006;Campo Formoso;Piemonte Norte do Itapicuru;61881;61908;61892;61859;61841;61823;65137;67582;68101;66967;67305;71507;71900;72271;73118;73448;70912;71206;71487
2906105;Canápolis;Bacia do Rio Corrente;9766;9799;9826;9880;9911;9940;10577;11016;11136;9403;9395;10130;10137;10142;10146;10151;9719;9711;9703
2906204;Canarana;Irecê;21677;21679;21685;21698;21706;21713;24436;25557;25935;24252;24430;26006;26200;26382;26702;26862;26020;26176;26325
2906303;Canavieiras;Litoral Sul;35395;35807;36031;36504;36765;37018;35743;36911;37041;32116;31902;33570;33415;33268;33130;33002;31301;31099;30906
2906402;Candeal;Sisal;10049;9993;9934;9810;9741;9674;9019;9157;9050;8806;8720;9143;9075;9011;8894;8837;8338;8258;8181
2906501;Candeias;Metropolitano de Salvador;77829;78643;79507;81319;82323;83295;78618;81306;81699;83648;84121;89419;88308;88806;89271;89707;86677;87076;87458
2906600;Candiba;Sertão Produtivo;12063;12022;11974;11875;11820;11766;12352;12766;12821;13271;13329;14527;14599;14667;14732;14792;14268;14319;14368
2906709;Cândido Sales;Sudoeste Baiano;29024;29557;30040;31055;31616;32160;26727;27327;27180;27747;25711;27057;26952;26855;26760;26674;25332;25189;25053
2906808;Cansanção;Sisal;32107;32167;32269;32483;32601;32716;32789;33920;34093;32982;33054;35029;35135;35235;36105;36191;34784;34834;34882
2906824;Canudos;Sertão do São Francisco;13758;13761;13761;13760;13760;13760;14656;15229;15366;15839;15941;16956;17070;17177;17222;17316;16752;16668;16753
2906857;Capela do Alto Alegre;Bacia do Jacuípe;11233;10795;10283;9208;8613;8036;12311;12748;12824;11506;11485;12128;12123;12118;12203;12199;11660;11637;11616
2906873;Capim Grosso;Bacia do Jacuípe;24361;24802;25217;26088;26570;27037;25823;26877;27158;26826;27067;28853;29107;29346;31181;31392;30451;30662;30862
2906899;Caraíbas;Sudoeste Baiano;17250;17362;12448;12641;9612;9165;10541;10659;10495;10048;9879;10292;10150;10016;9890;9773;9107;8951;8801
2906907;Caravelas;Extremo Sul;20246;20361;20481;20733;20872;21007;21150;21945;22115;21515;21612;22328;22442;22548;22646;22740;21937;22016;22093
2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;8234;8378;8537;8872;9058;9237;8280;8570;8618;8966;9030;9611;9681;9747;9809;9544;9240;9295;9346
2907103;Carinhanha;Velho Chico;27327;27631;27798;28148;28341;28529;28879;29988;30240;28451;28519;29768;29864;29955;30041;30118;28965;29018;29070
2907202;Casa Nova;Sertão do São Francisco;56689;57601;58469;60292;61301;62279;62862;65747;66718;65647;66331;70796;71504;72172;72798;73382;71366;71969;72545
2907301;Castro Alves;Recôncavo;25111;25306;25188;24939;24802;24668;24437;25052;24978;25483;25555;27097;27194;27286;27161;27238;26209;26264;26318
2907400;Catolândia;Bacia do Rio Grande;3064;3054;3036;2999;2978;2958;3767;3972;4059;2632;3215;3420;3644;3672;3695;3669;3555;3577;3599
2907509;Catu;Litoral Norte e Agreste Baiano;47127;47426;47748;48425;48799;49162;48697;50470;50809;51411;51734;55021;55380;55719;56037;56459;54424;54704;54970
2907558;Caturama;Bacia do Paramirim;8941;8911;8840;8689;8562;8482;8545;8749;8713;8830;8817;9760;9762;9762;9764;9764;9340;9329;9316
2907608;Central;Irecê;16616;16517;16389;16121;15973;15829;17320;17928;18029;17035;17057;18061;18101;18140;17935;17969;17252;17266;17280
2907707;Chorrochó;Itaparica;10241;10291;10346;10462;10527;10589;10571;10952;11022;10765;10794;11444;11484;11522;11558;11591;11154;11177;11200
2907806;Cícero Dantas;Semiárido Nordeste II;31387;31719;32084;32849;33273;33683;30827;31774;31832;32387;32470;34424;34540;34478;34581;34676;33356;32515;32576
2907905;Cipó;Semiárido Nordeste II;14520;14708;14905;15317;15546;15767;15063;15634;15758;15821;15884;16860;16938;17602;17673;17739;17097;17300;17352
2908002;Coaraci;Litoral Sul;28057;27176;26863;26204;25840;25486;22764;22812;22274;20442;19937;20620;20183;19770;19383;19022;17458;16993;16549
2908101;Cocos;Bacia do Rio Corrente;17840;17954;18113;18446;18631;18810;17394;17908;17923;18195;18235;19281;19340;19396;19449;19498;18746;18777;18807
2908200;Conceição da Feira;Portal do Sertão;17701;17818;17960;18256;18421;18580;19091;19891;20117;20612;20826;22226;22448;22656;22840;23024;22392;22581;22762
2908309;Conceição do Almeida;Recôncavo;18905;18990;19026;19102;19144;19185;17684;18076;17974;17796;17705;18644;18583;18525;18278;18229;17332;17247;17165
2908408;Conceição do Coité;Sisal;56757;57154;57543;58358;58810;59248;60835;63318;62893;62545;63033;67126;67651;68146;67875;68303;66191;66612;67013
2908507;Conceição do Jacuípe;Portal do Sertão;26585;26886;27207;27881;28255;28616;27522;28552;28769;30425;30717;32761;33066;33354;33624;33876;32909;33153;33398
2908606;Conde;Litoral Norte e Agreste Baiano;20934;21326;21744;22620;23106;23576;22034;22929;23166;23866;24103;25714;25961;26194;26412;26371;25630;25837;26035
2908705;Condeúba;Sudoeste Baiano;18066;18078;18093;18123;18140;18157;17004;17000;17210;16842;17421;18359;18312;18269;18229;18191;17319;17247;17178
2908804;Contendas do Sincorá;Sertão Produtivo;4208;4159;4110;4008;3951;3896;3857;3924;3886;4638;4613;4354;4340;4326;4312;4299;4086;4066;4045
2908903;Coração de Maria;Portal do Sertão;24042;24214;24397;24783;24996;25203;23161;23797;23774;22273;22149;23314;23228;23146;23961;23896;22719;22605;22495
2909000;Cordeiros;Sudoeste Baiano;7793;7673;7432;6925;6645;6373;8518;8826;8883;8205;8245;8752;8795;8834;8870;8904;8585;8614;8642
2909109;Coribe;Bacia do Rio Corrente;15258;15354;15450;15651;15763;15871;14555;14931;14895;14258;14210;15024;15000;14976;14954;14933;14240;14194;14149
2909208;Coronel João Sá;Semiárido Nordeste II;20059;20198;20445;20964;21251;21530;18168;18540;18408;16855;16650;17422;17256;17098;16951;16814;15801;15895;15717
2909307;Correntina;Bacia do Rio Corrente;30896;31125;31377;31906;32198;32482;31658;32784;32980;31324;31397;32980;33084;33183;33275;33361;32081;32137;32191
2909406;Cotegipe;Bacia do Rio Grande;13406;13562;13649;13833;13934;14032;13663;14127;14191;13625;13614;14390;14396;14403;14409;14414;13796;13782;13769
2909505;Cravolândia;Vale do Jiquiriçá;5016;5060;5088;5145;5177;5208;5427;5651;5713;5045;5048;5341;5552;5560;5568;5576;5349;5349;5351
2909604;Crisópolis;Litoral Norte e Agreste Baiano;19259;19512;19733;20196;20452;20701;19510;20179;20279;20124;20199;21435;21529;21617;21700;21835;21040;21103;21163
2909703;Cristópolis;Bacia do Rio Grande;12607;12664;12665;12668;12669;12670;13595;14140;14279;13328;13374;14189;14247;14302;14354;14403;13872;13910;13947
2909802;Cruz das Almas;Recôncavo;53939;54562;55264;56738;57554;58345;54827;56766;57098;59045;59470;63299;63761;64197;64552;64932;62871;63239;63591
2909901;Curaçá;Sertão do São Francisco;29953;29671;30057;30866;31313;31747;32449;33929;34421;32403;32631;34725;34974;35208;35320;35524;34389;34700;34886
2910008;Dário Meira;Médio Rio de Contas;15439;15583;15750;16102;16296;16485;12565;12611;12331;12609;12217;12721;12190;12022;11864;11716;10906;10710;10525
2910057;Dias d'Ávila;Metropolitano de Salvador;47037;48294;49668;52553;54150;55698;53821;56600;57708;68061;69628;75103;76624;78058;79401;80657;79685;81089;82432
2910107;Dom Basílio;Sertão Produtivo;10513;10574;10642;10785;10864;10940;11087;11518;11620;11405;11454;12379;12441;12499;12553;12604;12155;12199;12240
2910206;Dom Macedo Costa;Recôncavo;3728;3715;3700;3668;3650;3633;3809;3936;3951;3884;3894;4127;4140;4153;4201;4212;4050;4058;4065
2910305;Elísio Medrado;Vale do Jiquiriçá;7850;7864;7866;7871;7873;7875;7907;8159;8183;7954;7961;8426;8420;8434;8448;8461;8119;8122;8126
2910404;Encruzilhada;Sudoeste Baiano;34293;35357;36486;38856;40168;41439;22525;21875;20720;23968;22478;21418;20859;20331;19837;19376;17593;17006;16446
2910503;Entre Rios;Litoral Norte e Agreste Baiano;38717;39574;40530;42538;43650;44727;38886;40276;40524;40029;40180;42640;42828;43006;43172;43223;41654;41780;41901
2910602;Esplanada;Litoral Norte e Agreste Baiano;27714;28077;28470;29295;29752;30194;31118;32593;33115;33217;33618;35930;36339;36724;37085;37845;36882;37237;37578
2910701;Euclides da Cunha;Semiárido Nordeste II;54106;54321;54524;54949;55184;55412;56625;58746;59193;56631;56962;60558;60932;61228;61618;61924;59842;60585;60858
2910727;Eunápolis;Costa do Descobrimento;86115;86976;88302;91085;92625;94118;93984;98194;99553;101432;102628;110803;112032;113191;114275;115290;112318;113380;114396
2910750;Fátima;Semiárido Nordeste II;18370;18427;18487;18614;18683;18751;18918;19588;19703;17603;17555;18524;18502;18481;18461;18443;17601;17890;17845
2910776;Feira da Mata;Velho Chico;6245;6212;6202;6180;6167;6155;6328;6537;6562;6181;6177;5908;5911;5914;5918;5922;5668;5665;5661
2910800;Feira de Santana;Portal do Sertão;490307;496625;503900;519173;527625;535820;571997;584497;591707;562466;568099;606139;612000;617528;622639;627477;609913;614872;619609
2910859;Filadélfia;Piemonte Norte do Itapicuru;17133;17236;17256;17297;17319;17341;15979;16319;16215;16706;16672;17603;17593;17583;17184;17176;16410;16377;16345
2910909;Firmino Alves;Médio Sudoeste da Bahia;5124;5096;5061;4989;4949;4910;5577;5804;5864;5401;5417;5744;5766;5786;5804;5822;5604;5617;5629
2911006;Floresta Azul;Litoral Sul;11326;11125;10897;10421;10157;9901;10333;10489;10364;10605;10657;11392;11352;11313;11279;11244;10686;10629;10575
2911105;Formosa do Rio Preto;Bacia do Rio Grande;18629;18892;19172;19760;20086;20402;20845;21827;22171;22854;23169;24799;25074;25372;25652;25912;25311;25591;25857
2911204;Gandu;Baixo Sul;27244;27307;27375;27519;27598;27675;30091;31410;31819;30580;30816;32814;33097;32809;33030;33234;32202;32403;32596
2911253;Gavião;Bacia do Jacuípe;4513;4303;4075;3599;3335;3079;4444;4537;4507;4535;4510;4747;4729;4712;4740;4725;4487;4463;4440
