Municipios;Ano;CD_GEOCMU;total_pop_mun;fxa_pop_mun
BARROCAS;1991;2903276;NA;NA
BARROCAS;2000;2903276;NA;NA
LUÍS EDUARDO MAGALHÃES;1991;2919553;NA;NA
LUÍS EDUARDO MAGALHÃES;2000;2919553;NA;NA
SALVADOR;1991;2927408;2075273;Mais de 600 mil
SALVADOR;2000;2927408;2443107;Mais de 600 mil
SALVADOR;2010;2927408;2675656;Mais de 600 mil
ABAÍRA;2010;2900108;8316;Até 10 mil
ABAÍRA;1991;2900108;8754;Até 10 mil
ABAÍRA;2000;2900108;9067;Até 10 mil
AIQUARA;2010;2900603;4602;Até 10 mil
AIQUARA;2000;2900603;5315;Até 10 mil
AIQUARA;1991;2900603;6612;Até 10 mil
ALMADINA;2010;2900900;6357;Até 10 mil
ALMADINA;2000;2900900;7862;Até 10 mil
ANGUERA;1991;2901502;7859;Até 10 mil
ANGUERA;2000;2901502;8834;Até 10 mil
ANTÔNIO GONÇALVES;2000;2901809;9716;Até 10 mil
APUAREMA;2000;2901957;7443;Até 10 mil
APUAREMA;2010;2901957;7459;Até 10 mil
APUAREMA;1991;2901957;7647;Até 10 mil
ARAÇÁS;1991;2902054;8940;Até 10 mil
ARAMARI;1991;2902203;7636;Até 10 mil
ARAMARI;2000;2902203;9258;Até 10 mil
ARATUÍPE;1991;2902302;7811;Até 10 mil
ARATUÍPE;2000;2902302;8381;Até 10 mil
ARATUÍPE;2010;2902302;8599;Até 10 mil
BARRA DO ROCHA;2010;2903102;6313;Até 10 mil
BARRA DO ROCHA;2000;2903102;8074;Até 10 mil
BARRA DO ROCHA;1991;2903102;9690;Até 10 mil
BARRO PRETO/LOMANTO JUNIOR;2010;2903300;6453;Até 10 mil
BARRO PRETO/LOMANTO JUNIOR;2000;2903300;8602;Até 10 mil
BREJOLÂNDIA;2000;2904407;8762;Até 10 mil
CAATIBA;1991;2904803;9707;Até 10 mil
CANÁPOLIS;2010;2906105;9410;Até 10 mil
CANÁPOLIS;1991;2906105;9475;Até 10 mil
CANÁPOLIS;2000;2906105;9743;Até 10 mil
CANDEAL;2010;2906402;8895;Até 10 mil
CARDEAL DA SILVA;1991;2907004;6400;Até 10 mil
CARDEAL DA SILVA;2000;2907004;8034;Até 10 mil
CARDEAL DA SILVA;2010;2907004;8899;Até 10 mil
CATOLÂNDIA;2010;2907400;2612;Até 10 mil
CATOLÂNDIA;2000;2907400;3092;Até 10 mil
CATOLÂNDIA;1991;2907400;3274;Até 10 mil
CATURAMA;2000;2907558;8640;Até 10 mil
CATURAMA;2010;2907558;8843;Até 10 mil
CATURAMA;1991;2907558;9714;Até 10 mil
CHORROCHÓ;1991;2907707;9603;Até 10 mil
CONTENDAS DO SINCORÁ;2000;2908804;4264;Até 10 mil
CONTENDAS DO SINCORÁ;2010;2908804;4663;Até 10 mil
CONTENDAS DO SINCORÁ;1991;2908804;4763;Até 10 mil
CORDEIROS;2010;2909000;8168;Até 10 mil
CORDEIROS;2000;2909000;8193;Até 10 mil
CRAVOLÂNDIA;1991;2909505;4720;Até 10 mil
CRAVOLÂNDIA;2000;2909505;5001;Até 10 mil
CRAVOLÂNDIA;2010;2909505;5041;Até 10 mil
DOM BASÍLIO;1991;2910107;9730;Até 10 mil
DOM MACEDO COSTA;2000;2910206;3748;Até 10 mil
DOM MACEDO COSTA;2010;2910206;3874;Até 10 mil
DOM MACEDO COSTA;1991;2910206;3904;Até 10 mil
ELÍSIO MEDRADO;1991;2910305;7839;Até 10 mil
ELÍSIO MEDRADO;2000;2910305;7860;Até 10 mil
ELÍSIO MEDRADO;2010;2910305;7947;Até 10 mil
ÉRICO CARDOSO;1991;2900504;7307;Até 10 mil
FEIRA DA MATA;2010;2910776;6184;Até 10 mil
FEIRA DA MATA;2000;2910776;6235;Até 10 mil
FEIRA DA MATA;1991;2910776;6343;Até 10 mil
FIRMINO ALVES;2000;2910909;5170;Até 10 mil
FIRMINO ALVES;2010;2910909;5384;Até 10 mil
FIRMINO ALVES;1991;2910909;5523;Até 10 mil
GAVIÃO;2010;2911253;4561;Até 10 mil
GAVIÃO;2000;2911253;4792;Até 10 mil
GAVIÃO;1991;2911253;7118;Até 10 mil
GONGOGI;2010;2911501;8357;Até 10 mil
GONGOGI;1991;2911501;8951;Até 10 mil
GUAJERU;1991;2911659;8534;Até 10 mil
IBICOARA;1991;2912202;8726;Até 10 mil
IBIQUERA;2000;2912608;4495;Até 10 mil
IBIQUERA;2010;2912608;4866;Até 10 mil
IBIQUERA;1991;2912608;5838;Até 10 mil
IBIRAPOÃ;2000;2912806;7096;Até 10 mil
IBIRAPOÃ;2010;2912806;7956;Até 10 mil
IBIRAPOÃ;1991;2912806;8290;Até 10 mil
ICHU;2010;2913309;5255;Até 10 mil
ICHU;2000;2913309;5593;Até 10 mil
ICHU;1991;2913309;8596;Até 10 mil
IPUPIARA;1991;2914109;8034;Até 10 mil
IPUPIARA;2000;2914109;8541;Até 10 mil
IPUPIARA;2010;2914109;9285;Até 10 mil
IRAJUBA;1991;2914208;6354;Até 10 mil
IRAJUBA;2000;2914208;6362;Até 10 mil
IRAJUBA;2010;2914208;7002;Até 10 mil
ITAGIMIRIM;2010;2915304;7110;Até 10 mil
ITAGIMIRIM;2000;2915304;7728;Até 10 mil
ITAGIMIRIM;1991;2915304;7887;Até 10 mil
ITAJU DO COLÔNIA;2010;2915403;7309;Até 10 mil
ITAJU DO COLÔNIA;2000;2915403;8580;Até 10 mil
ITAJU DO COLÔNIA;1991;2915403;9773;Até 10 mil
ITAMARI;2010;2915700;7903;Até 10 mil
ITAMARI;2000;2915700;8347;Até 10 mil
ITAMARI;1991;2915700;8831;Até 10 mil
ITANAGRA;1991;2915908;5553;Até 10 mil
ITANAGRA;2000;2915908;6370;Até 10 mil
ITANAGRA;2010;2915908;7598;Até 10 mil
ITAQUARA;1991;2916708;7180;Até 10 mil
ITAQUARA;2010;2916708;7678;Até 10 mil
ITAQUARA;2000;2916708;7861;Até 10 mil
JABORANDI;2010;2917359;8973;Até 10 mil
JANDAÍRA;1991;2917904;8225;Até 10 mil
JUSSARI;2010;2918555;6474;Até 10 mil
JUSSARI;2000;2918555;7556;Até 10 mil
JUSSARI;1991;2918555;8470;Até 10 mil
JUSSIAPE;2010;2918605;8031;Até 10 mil
LAFAYETTE COUTINHO;2010;2918704;3901;Até 10 mil
LAFAYETTE COUTINHO;2000;2918704;4102;Até 10 mil
LAFAYETTE COUTINHO;1991;2918704;5125;Até 10 mil
LAGEDO DO TABOCAL;1991;2919058;6476;Até 10 mil
LAGEDO DO TABOCAL;2000;2919058;8100;Até 10 mil
LAGEDO DO TABOCAL;2010;2919058;8305;Até 10 mil
LAJEDÃO;2000;2918902;3409;Até 10 mil
LAJEDÃO;2010;2918902;3733;Até 10 mil
LAJEDÃO;1991;2918902;3818;Até 10 mil
LAJEDINHO;2010;2919009;3936;Até 10 mil
LAJEDINHO;2000;2919009;4352;Até 10 mil
LAJEDINHO;1991;2919009;6225;Até 10 mil
LAMARÃO;2000;2919108;9523;Até 10 mil
LAMARÃO;2010;2919108;9560;Até 10 mil
LENÇÓIS;1991;2919306;7584;Até 10 mil
LENÇÓIS;2000;2919306;8910;Até 10 mil
MACURURÉ;1991;2919900;6770;Até 10 mil
MACURURÉ;2010;2919900;8073;Até 10 mil
MACURURÉ;2000;2919900;8612;Até 10 mil
MADRE DE DEUS;1991;2919926;9183;Até 10 mil
MAETINGA;2010;2919959;7038;Até 10 mil
MAIQUINIQUE;2000;2920007;7326;Até 10 mil
MAIQUINIQUE;1991;2920007;7833;Até 10 mil
MAIQUINIQUE;2010;2920007;8782;Até 10 mil
MALHADA DE PEDRAS;1991;2920304;7279;Até 10 mil
MALHADA DE PEDRAS;2000;2920304;8426;Até 10 mil
MALHADA DE PEDRAS;2010;2920304;8468;Até 10 mil
MATINA;1991;2921054;8999;Até 10 mil
MILAGRES;1991;2921302;9298;Até 10 mil
MIRANTE;1991;2921450;8189;Até 10 mil
MORPARÁ;1991;2921609;7411;Até 10 mil
MORPARÁ;2010;2921609;8280;Até 10 mil
MORPARÁ;2000;2921609;8597;Até 10 mil
MUNIZ FERREIRA;1991;2922201;6280;Até 10 mil
MUNIZ FERREIRA;2000;2922201;6941;Até 10 mil
MUNIZ FERREIRA;2010;2922201;7317;Até 10 mil
MUQUÉM DO SÃO FRANCISCO;1991;2922250;8257;Até 10 mil
MUQUÉM DO SÃO FRANCISCO;2000;2922250;9052;Até 10 mil
NORDESTINA;1991;2922656;9315;Até 10 mil
NOVA FÁTIMA;2000;2922730;7536;Até 10 mil
NOVA FÁTIMA;2010;2922730;7602;Até 10 mil
NOVA IBIÁ;2010;2922755;6648;Até 10 mil
NOVA IBIÁ;2000;2922755;7166;Até 10 mil
NOVA ITARANA;2000;2922805;6592;Até 10 mil
NOVA ITARANA;1991;2922805;6636;Até 10 mil
NOVA ITARANA;2010;2922805;7435;Até 10 mil
NOVA REDENÇÃO;2010;2922854;8034;Até 10 mil
NOVA REDENÇÃO;2000;2922854;8636;Até 10 mil
NOVO HORIZONTE;2000;2923035;8502;Até 10 mil
OURIÇANGAS;1991;2923308;7043;Até 10 mil
OURIÇANGAS;2000;2923308;7525;Até 10 mil
OURIÇANGAS;2010;2923308;8298;Até 10 mil
PALMEIRAS;1991;2923506;7142;Até 10 mil
PALMEIRAS;2000;2923506;7518;Até 10 mil
PALMEIRAS;2010;2923506;8410;Até 10 mil
PEDRÃO;2000;2924108;6764;Até 10 mil
PEDRÃO;1991;2924108;6813;Até 10 mil
PEDRÃO;2010;2924108;6876;Até 10 mil
PIRAÍ DO NORTE;2010;2924678;9799;Até 10 mil
PLANALTINO;2000;2924900;7963;Até 10 mil
PLANALTINO;2010;2924900;8822;Até 10 mil
POTIRAGUÁ;2010;2925402;9810;Até 10 mil
QUIXABEIRA;2000;2925931;9466;Até 10 mil
QUIXABEIRA;2010;2925931;9554;Até 10 mil
RIBEIRÃO DO LARGO;2010;2926657;8602;Até 10 mil
RODELAS;1991;2927101;4298;Até 10 mil
RODELAS;2000;2927101;6260;Até 10 mil
RODELAS;2010;2927101;7775;Até 10 mil
SALINAS DA MARGARIDA;1991;2927309;8891;Até 10 mil
SANTA CRUZ CABRÁLIA;1991;2927705;6535;Até 10 mil
SANTA CRUZ DA VITÓRIA;1991;2927804;6653;Até 10 mil
SANTA CRUZ DA VITÓRIA;2010;2927804;6673;Até 10 mil
SANTA CRUZ DA VITÓRIA;2000;2927804;7025;Até 10 mil
SANTA TEREZINHA;2000;2928505;8696;Até 10 mil
SANTA TEREZINHA;1991;2928505;8860;Até 10 mil
SANTA TEREZINHA;2010;2928505;9648;Até 10 mil
SANTANÓPOLIS;2000;2928307;8644;Até 10 mil
SANTANÓPOLIS;2010;2928307;8776;Até 10 mil
SANTANÓPOLIS;1991;2928307;9330;Até 10 mil
SÃO DOMINGOS;2000;2928950;8526;Até 10 mil
SÃO DOMINGOS;2010;2928950;9226;Até 10 mil
SÃO JOSÉ DA VITÓRIA;2010;2929354;5715;Até 10 mil
SÃO JOSÉ DA VITÓRIA;2000;2929354;6210;Até 10 mil
SÃO JOSÉ DA VITÓRIA;1991;2929354;8768;Até 10 mil
SÃO JOSÉ DO JACUÍPE;2000;2929370;9233;Até 10 mil
SÃO MIGUEL DAS MATAS;1991;2929404;9311;Até 10 mil
SAUBARA;1991;2929750;8016;Até 10 mil
SEBASTIÃO LARANJEIRAS;1991;2930006;9090;Até 10 mil
SEBASTIÃO LARANJEIRAS;2000;2930006;9283;Até 10 mil
SÍTIO DO MATO;1991;2930758;8699;Até 10 mil
TANQUINHO;2000;2931103;7460;Até 10 mil
TANQUINHO;2010;2931103;8008;Até 10 mil
TEODORO SAMPAIO;2010;2931400;7895;Até 10 mil
TEODORO SAMPAIO;2000;2931400;8884;Até 10 mil
TEODORO SAMPAIO;1991;2931400;9601;Até 10 mil
VÁRZEA DO POÇO;2000;2933109;7515;Até 10 mil
VÁRZEA DO POÇO;2010;2933109;8661;Até 10 mil
VÁRZEA DO POÇO;1991;2933109;9633;Até 10 mil
VARZEDO;1991;2933174;8662;Até 10 mil
VARZEDO;2000;2933174;8673;Até 10 mil
VARZEDO;2010;2933174;9109;Até 10 mil
VEREDA;2010;2933257;6800;Até 10 mil
VEREDA;2000;2933257;7450;Até 10 mil
VEREDA;1991;2933257;8914;Até 10 mil
WAGNER;1991;2933406;7834;Até 10 mil
WAGNER;2000;2933406;8976;Até 10 mil
WAGNER;2010;2933406;8983;Até 10 mil
ARACI;2010;2902104;51651;50 mil - 100 mil
BARREIRAS;1991;2903201;92640;50 mil - 100 mil
BOM JESUS DA LAPA;2000;2903904;54421;50 mil - 100 mil
BOM JESUS DA LAPA;2010;2903904;63480;50 mil - 100 mil
BRUMADO;1991;2904605;57176;50 mil - 100 mil
BRUMADO;2000;2904605;61670;50 mil - 100 mil
BRUMADO;2010;2904605;64602;50 mil - 100 mil
CAMPO FORMOSO;2000;2906006;61942;50 mil - 100 mil
CAMPO FORMOSO;1991;2906006;62104;50 mil - 100 mil
CAMPO FORMOSO;2010;2906006;66616;50 mil - 100 mil
CANDEIAS;1991;2906501;67941;50 mil - 100 mil
CANDEIAS;2000;2906501;76783;50 mil - 100 mil
CANDEIAS;2010;2906501;83158;50 mil - 100 mil
CASA NOVA;2000;2907202;55730;50 mil - 100 mil
CASA NOVA;2010;2907202;64940;50 mil - 100 mil
CATU;2010;2907509;51077;50 mil - 100 mil
CONCEIÇÃO DO COITÉ;1991;2908408;52338;50 mil - 100 mil
CONCEIÇÃO DO COITÉ;2000;2908408;56317;50 mil - 100 mil
CONCEIÇÃO DO COITÉ;2010;2908408;62040;50 mil - 100 mil
CRUZ DAS ALMAS;2000;2909802;53049;50 mil - 100 mil
CRUZ DAS ALMAS;2010;2909802;58606;50 mil - 100 mil
DIAS D'ÁVILA;2010;2910057;66440;50 mil - 100 mil
EUCLIDES DA CUNHA;1991;2910701;51812;50 mil - 100 mil
EUCLIDES DA CUNHA;2000;2910701;53885;50 mil - 100 mil
EUCLIDES DA CUNHA;2010;2910701;56289;50 mil - 100 mil
EUNÁPOLIS;1991;2910727;70545;50 mil - 100 mil
EUNÁPOLIS;2000;2910727;84120;50 mil - 100 mil
GUANAMBI;1991;2911709;65592;50 mil - 100 mil
GUANAMBI;2000;2911709;71728;50 mil - 100 mil
GUANAMBI;2010;2911709;78833;50 mil - 100 mil
IPIRÁ;2010;2914000;59343;50 mil - 100 mil
IPIRÁ;2000;2914000;61746;50 mil - 100 mil
IPIRÁ;1991;2914000;62672;50 mil - 100 mil
IRECÊ;1991;2914604;50908;50 mil - 100 mil
IRECÊ;2000;2914604;57436;50 mil - 100 mil
IRECÊ;2010;2914604;66181;50 mil - 100 mil
ITABERABA;1991;2914703;53742;50 mil - 100 mil
ITABERABA;2000;2914703;58943;50 mil - 100 mil
ITABERABA;2010;2914703;61631;50 mil - 100 mil
ITAMARAJU;2010;2915601;63069;50 mil - 100 mil
ITAMARAJU;2000;2915601;64144;50 mil - 100 mil
ITAMARAJU;1991;2915601;64308;50 mil - 100 mil
ITAPETINGA;1991;2916401;53476;50 mil - 100 mil
ITAPETINGA;2000;2916401;57931;50 mil - 100 mil
ITAPETINGA;2010;2916401;68273;50 mil - 100 mil
JACOBINA;2000;2917508;76492;50 mil - 100 mil
JACOBINA;1991;2917508;76518;50 mil - 100 mil
JACOBINA;2010;2917508;79247;50 mil - 100 mil
JAGUAQUARA;2010;2917607;51011;50 mil - 100 mil
LAURO DE FREITAS;1991;2919207;69270;50 mil - 100 mil
LUÍS EDUARDO MAGALHÃES;2010;2919553;60105;50 mil - 100 mil
MONTE SANTO;1991;2921500;51280;50 mil - 100 mil
MONTE SANTO;2010;2921500;52338;50 mil - 100 mil
MONTE SANTO;2000;2921500;54552;50 mil - 100 mil
PAULO AFONSO;1991;2924009;86619;50 mil - 100 mil
PAULO AFONSO;2000;2924009;96499;50 mil - 100 mil
PORTO SEGURO;2000;2925303;95721;50 mil - 100 mil
SANTO AMARO;1991;2928604;54160;50 mil - 100 mil
SANTO AMARO;2010;2928604;57800;50 mil - 100 mil
SANTO AMARO;2000;2928604;58414;50 mil - 100 mil
SANTO ANTÔNIO DE JESUS;1991;2928703;64331;50 mil - 100 mil
SANTO ANTÔNIO DE JESUS;2000;2928703;77368;50 mil - 100 mil
SANTO ANTÔNIO DE JESUS;2010;2928703;90985;50 mil - 100 mil
SENHOR DO BONFIM;2000;2930105;67723;50 mil - 100 mil
SENHOR DO BONFIM;2010;2930105;74419;50 mil - 100 mil
SENHOR DO BONFIM;1991;2930105;83421;50 mil - 100 mil
SERRINHA;1991;2930501;76013;50 mil - 100 mil
SERRINHA;2010;2930501;76762;50 mil - 100 mil
SERRINHA;2000;2930501;83206;50 mil - 100 mil
SIMÕES FILHO;1991;2930709;72526;50 mil - 100 mil
SIMÕES FILHO;2000;2930709;94066;50 mil - 100 mil
TEIXEIRA DE FREITAS;1991;2931350;85547;50 mil - 100 mil
TUCANO;2000;2931905;50948;50 mil - 100 mil
TUCANO;2010;2931905;52418;50 mil - 100 mil
VALENÇA;1991;2932903;66931;50 mil - 100 mil
VALENÇA;2000;2932903;77509;50 mil - 100 mil
VALENÇA;2010;2932903;88673;50 mil - 100 mil
FEIRA DE SANTANA;1991;2910800;406447;400 mil - 600 mil
FEIRA DE SANTANA;2000;2910800;480949;400 mil - 600 mil
FEIRA DE SANTANA;2010;2910800;556642;400 mil - 600 mil
CAMAÇARI;2010;2905701;242970;200 mil - 400 mil
ILHÉUS;2000;2913606;222127;200 mil - 400 mil
ILHÉUS;1991;2913606;223750;200 mil - 400 mil
ITABUNA;2010;2914802;204667;200 mil - 400 mil
VITÓRIA DA CONQUISTA;1991;2933307;225091;200 mil - 400 mil
VITÓRIA DA CONQUISTA;2000;2933307;262494;200 mil - 400 mil
VITÓRIA DA CONQUISTA;2010;2933307;306866;200 mil - 400 mil
ALAGOINHAS;1991;2900702;116894;100 mil - 200 mil
ALAGOINHAS;2000;2900702;130095;100 mil - 200 mil
ALAGOINHAS;2010;2900702;141949;100 mil - 200 mil
BARREIRAS;2000;2903201;131849;100 mil - 200 mil
BARREIRAS;2010;2903201;137427;100 mil - 200 mil
CAMAÇARI;1991;2905701;113639;100 mil - 200 mil
CAMAÇARI;2000;2905701;161727;100 mil - 200 mil
EUNÁPOLIS;2010;2910727;100196;100 mil - 200 mil
ILHÉUS;2010;2913606;184236;100 mil - 200 mil
ITABUNA;1991;2914802;185277;100 mil - 200 mil
ITABUNA;2000;2914802;196675;100 mil - 200 mil
JEQUIÉ;1991;2918001;144772;100 mil - 200 mil
JEQUIÉ;2000;2918001;147202;100 mil - 200 mil
JEQUIÉ;2010;2918001;151895;100 mil - 200 mil
JUAZEIRO;1991;2918407;128767;100 mil - 200 mil
JUAZEIRO;2000;2918407;174567;100 mil - 200 mil
JUAZEIRO;2010;2918407;197965;100 mil - 200 mil
LAURO DE FREITAS;2000;2919207;113543;100 mil - 200 mil
LAURO DE FREITAS;2010;2919207;163449;100 mil - 200 mil
PAULO AFONSO;2010;2924009;108396;100 mil - 200 mil
PORTO SEGURO;2010;2925303;126929;100 mil - 200 mil
SIMÕES FILHO;2010;2930709;118047;100 mil - 200 mil
TEIXEIRA DE FREITAS;2000;2931350;107486;100 mil - 200 mil
TEIXEIRA DE FREITAS;2010;2931350;138341;100 mil - 200 mil
ABARÉ;1991;2900207;11449;10 mil - 50 mil
ABARÉ;2000;2900207;13648;10 mil - 50 mil
ABARÉ;2010;2900207;17064;10 mil - 50 mil
ACAJUTIBA;1991;2900306;12894;10 mil - 50 mil
ACAJUTIBA;2000;2900306;14322;10 mil - 50 mil
ACAJUTIBA;2010;2900306;14653;10 mil - 50 mil
ADUSTINA;1991;2900355;13714;10 mil - 50 mil
ADUSTINA;2000;2900355;14302;10 mil - 50 mil
ADUSTINA;2010;2900355;15702;10 mil - 50 mil
ÁGUA FRIA;1991;2900405;14145;10 mil - 50 mil
ÁGUA FRIA;2000;2900405;14718;10 mil - 50 mil
ÁGUA FRIA;2010;2900405;15731;10 mil - 50 mil
ALCOBAÇA;1991;2900801;15410;10 mil - 50 mil
ALCOBAÇA;2000;2900801;20900;10 mil - 50 mil
ALCOBAÇA;2010;2900801;21271;10 mil - 50 mil
ALMADINA;1991;2900900;10004;10 mil - 50 mil
AMARGOSA;1991;2901007;28026;10 mil - 50 mil
AMARGOSA;2000;2901007;31108;10 mil - 50 mil
AMARGOSA;2010;2901007;34351;10 mil - 50 mil
AMÉLIA RODRIGUES;1991;2901106;22779;10 mil - 50 mil
AMÉLIA RODRIGUES;2000;2901106;24134;10 mil - 50 mil
AMÉLIA RODRIGUES;2010;2901106;25190;10 mil - 50 mil
AMÉRICA DOURADA;2000;2901155;15959;10 mil - 50 mil
AMÉRICA DOURADA;2010;2901155;15961;10 mil - 50 mil
AMÉRICA DOURADA;1991;2901155;15965;10 mil - 50 mil
ANAGÉ;2010;2901205;25516;10 mil - 50 mil
ANAGÉ;2000;2901205;31060;10 mil - 50 mil
ANAGÉ;1991;2901205;41544;10 mil - 50 mil
ANDARAÍ;2000;2901304;13884;10 mil - 50 mil
ANDARAÍ;2010;2901304;13960;10 mil - 50 mil
ANDARAÍ;1991;2901304;14285;10 mil - 50 mil
ANDORINHA;2010;2901353;14414;10 mil - 50 mil
ANDORINHA;2000;2901353;15774;10 mil - 50 mil
ANDORINHA;1991;2901353;17170;10 mil - 50 mil
ANGICAL;2010;2901403;14073;10 mil - 50 mil
ANGICAL;2000;2901403;14701;10 mil - 50 mil
ANGICAL;1991;2901403;16052;10 mil - 50 mil
ANGUERA;2010;2901502;10242;10 mil - 50 mil
ANTAS;2000;2901601;14059;10 mil - 50 mil
ANTAS;2010;2901601;17072;10 mil - 50 mil
ANTAS;1991;2901601;17104;10 mil - 50 mil
ANTÔNIO CARDOSO;1991;2901700;11328;10 mil - 50 mil
ANTÔNIO CARDOSO;2010;2901700;11554;10 mil - 50 mil
ANTÔNIO CARDOSO;2000;2901700;11620;10 mil - 50 mil
ANTÔNIO GONÇALVES;2010;2901809;11015;10 mil - 50 mil
ANTÔNIO GONÇALVES;1991;2901809;14082;10 mil - 50 mil
APORÁ;1991;2901908;15742;10 mil - 50 mil
APORÁ;2000;2901908;16769;10 mil - 50 mil
APORÁ;2010;2901908;17731;10 mil - 50 mil
ARAÇÁS;2000;2902054;11003;10 mil - 50 mil
ARAÇÁS;2010;2902054;11561;10 mil - 50 mil
ARACATU;2010;2902005;13743;10 mil - 50 mil
ARACATU;1991;2902005;15464;10 mil - 50 mil
ARACATU;2000;2902005;15491;10 mil - 50 mil
ARACI;1991;2902104;45341;10 mil - 50 mil
ARACI;2000;2902104;47584;10 mil - 50 mil
ARAMARI;2010;2902203;10036;10 mil - 50 mil
ARATACA;2010;2902252;10392;10 mil - 50 mil
ARATACA;2000;2902252;11218;10 mil - 50 mil
ARATACA;1991;2902252;13594;10 mil - 50 mil
AURELINO LEAL;2010;2902401;13595;10 mil - 50 mil
AURELINO LEAL;1991;2902401;15737;10 mil - 50 mil
AURELINO LEAL;2000;2902401;17149;10 mil - 50 mil
BAIANÓPOLIS;2000;2902500;12179;10 mil - 50 mil
BAIANÓPOLIS;1991;2902500;13823;10 mil - 50 mil
BAIANÓPOLIS;2010;2902500;13850;10 mil - 50 mil
BAIXA GRANDE;2010;2902609;20060;10 mil - 50 mil
BAIXA GRANDE;2000;2902609;20441;10 mil - 50 mil
BAIXA GRANDE;1991;2902609;21634;10 mil - 50 mil
BANZAÊ;2000;2902658;11156;10 mil - 50 mil
BANZAÊ;1991;2902658;11489;10 mil - 50 mil
BANZAÊ;2010;2902658;11814;10 mil - 50 mil
BARRA;1991;2902708;39806;10 mil - 50 mil
BARRA;2000;2902708;44203;10 mil - 50 mil
BARRA;2010;2902708;49325;10 mil - 50 mil
BARRA DA ESTIVA;1991;2902807;17246;10 mil - 50 mil
BARRA DA ESTIVA;2010;2902807;21187;10 mil - 50 mil
BARRA DA ESTIVA;2000;2902807;24440;10 mil - 50 mil
BARRA DO CHOÇA;1991;2902906;24844;10 mil - 50 mil
BARRA DO CHOÇA;2010;2902906;34788;10 mil - 50 mil
BARRA DO CHOÇA;2000;2902906;40818;10 mil - 50 mil
BARRA DO MENDES;2000;2903003;13610;10 mil - 50 mil
BARRA DO MENDES;2010;2903003;13987;10 mil - 50 mil
BARRA DO MENDES;1991;2903003;14469;10 mil - 50 mil
BARRO ALTO;1991;2903235;12059;10 mil - 50 mil
BARRO ALTO;2000;2903235;12098;10 mil - 50 mil
BARRO ALTO;2010;2903235;13612;10 mil - 50 mil
BARRO PRETO/LOMANTO JUNIOR;1991;2903300;10601;10 mil - 50 mil
BARROCAS;2010;2903276;14191;10 mil - 50 mil
BELMONTE;2000;2903409;20032;10 mil - 50 mil
BELMONTE;2010;2903409;21798;10 mil - 50 mil
BELMONTE;1991;2903409;22070;10 mil - 50 mil
BELO CAMPO;1991;2903508;14301;10 mil - 50 mil
BELO CAMPO;2010;2903508;16021;10 mil - 50 mil
BELO CAMPO;2000;2903508;17655;10 mil - 50 mil
BIRITINGA;1991;2903607;14620;10 mil - 50 mil
BIRITINGA;2000;2903607;14641;10 mil - 50 mil
BIRITINGA;2010;2903607;14836;10 mil - 50 mil
BOA NOVA;1991;2903706;13505;10 mil - 50 mil
BOA NOVA;2010;2903706;15411;10 mil - 50 mil
